구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry
207,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,16,37.907015,126.811292,폐사체,,,POINT (126.811292 37.907015)
208,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,1673,37.906753,126.811634,폐사체,,,POINT (126.811634 37.906753)
209,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,20,37.905715,126.811279,폐사체,,,POINT (126.811279 37.905715)
210,2020-01-31,2020-02-16,경기도,파주시,진동면,동파리,28,37.900466,126.808505,폐사체,,,POINT (126.808505 37.900466)
211,2020-02-14,2020-02-16,강원도,화천군,화천읍,신읍리,산286,38.194851,127.718403,폐사체,,,POINT (127.718403 38.194851)
212,2020-02-14,2020-02-16,강원도,화천군,화천읍,신읍리,산252,38.194337,127.719618,폐사체,,,POINT (127.719618 38.194337)
213,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.187663,127.697953,폐사체,,,POINT (127.697953 38.187663)
214,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.18765,127.698313,폐사체,,,POINT (127.698313 38.18765)
215,2020-02-14,2020-02-16,강원도,화천군,상서면,부촌리,산1,38.190546,127.69534,폐사체,,,POINT (127.69534 38.190546)
216,2020-02-14,2020-02-16,경기도,연천군,장남면,반정리,341,37.971438,126.824845,폐사체,,,POINT (126.824845 37.971438)
217,2020-02-14,2020-02-16,강원도,철원군,갈말읍,내대리,산46,38.204053,127.3043,폐사체,,,POINT (127.3043 38.204053)
218,2020-02-15,2020-02-17,경기도,연천군,백학면,석장리,산178,38.081036,126.926559,폐사체,,,POINT (126.926559 38.081036)
219,2020-02-15,2020-02-17,경기도,연천군,백학면,석장리,818,38.065986,126.920018,폐사체,,,POINT (126.920018 38.065986)
220,2020-02-15,2020-02-17,강원도,화천군,화천읍,신읍리,산20,38.158859,127.716322,폐사체,,,POINT (127.716322 38.158859)
221,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.19564,127.688753,폐사체,,,POINT (127.688753 38.19564)
222,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.185648,127.69849,폐사체,,,POINT (127.69849 38.185648)
223,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.185846,127.6984,폐사체,,,POINT (127.6984 38.185846)
224,2020-02-15,2020-02-17,강원도,화천군,상서면,부촌리,산1,38.197644,127.702814,폐사체,,,POINT (127.702814 38.197644)
225,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,산74-3,37.868361,126.727961,폐사체,,,POINT (126.727961 37.868361)
226,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,941,37.867216,126.72271,폐사체,,,POINT (126.72271 37.867216)
227,2020-02-16,2020-02-17,경기도,파주시,장단면,거곡리,941,37.867216,126.72271,폐사체,,,POINT (126.72271 37.867216)
228,2020-02-17,2020-02-18,강원도,화천군,상서면,부촌리,산1,38.19086,127.695636,폐사체,,,POINT (127.695636 38.19086)
229,2020-02-18,2020-02-19,경기도,연천군,왕징면,작동리,산102,38.074503,126.910239,폐사체,,,POINT (126.910239 38.074503)
230,2020-02-19,2020-02-20,경기도,파주시,군내면,읍내리,66,37.932659,126.760207,폐사체,,,POINT (126.760207 37.932659)
231,2020-02-19,2020-02-20,경기도,파주시,군내면,읍내리,산52,37.927499,126.755421,폐사체,,,POINT (126.755421 37.927499)
232,2020-02-19,2020-02-20,경기도,파주시,군내면,방목리,259,37.944687,126.76241,폐사체,,,POINT (126.76241 37.944687)
233,2020-02-19,2020-02-20,경기도,파주시,군내면,방목리,산203,37.942865,126.761209,폐사체,,,POINT (126.761209 37.942865)
234,2020-02-19,2020-02-20,강원도,화천군,화천읍,신읍리,산205,38.157152,127.69043,폐사체,,,POINT (127.69043 38.157152)
235,2020-02-19,2020-02-20,강원도,화천군,화천읍,신읍리,산205,38.157353,127.691685,폐사체,,,POINT (127.691685 38.157353)
236,2020-02-19,2020-02-20,경기도,연천군,백학면,석장리,165,38.080134,126.931316,폐사체,,,POINT (126.931316 38.080134)
237,2020-02-19,2020-02-20,경기도,연천군,장남면,반정리,330,37.973616,126.825493,폐사체,,,POINT (126.825493 37.973616)
238,2020-02-20,2020-02-21,강원도,화천군,상서면,노동리,산19,38.170501,127.682738,폐사체,,,POINT (127.682738 38.170501)
239,2020-02-20,2020-02-21,강원도,화천군,상서면,노동리,산16,38.16911,127.685533,폐사체,,,POINT (127.685533 38.16911)
240,2020-02-20,2020-02-21,강원도,화천군,화천읍,신읍리,산243,38.157742,127.686192,폐사체,,,POINT (127.686192 38.157742)
241,2020-02-20,2020-02-21,경기도,연천군,백학면,석장리,185,38.07583,126.92828,폐사체,,,POINT (126.92828 38.07583)
242,2020-02-20,2020-02-21,경기도,연천군,백학면,석장리,695,38.07447,126.92686,폐사체,,,POINT (126.92686 38.07447)
243,2020-02-20,2020-02-21,경기도,연천군,왕징면,강서리,산164,38.089495,126.927237,폐사체,,,POINT (126.927237 38.089495)
244,2020-02-18,2020-02-21,경기도,파주시,진동면,동파리,190,37.911621,126.80386,폐사체,,,POINT (126.80386 37.911621)
245,2020-02-21,2020-02-23,경기도,파주시,군내면,정자리,산16,37.92065,126.761508,폐사체,,,POINT (126.761508 37.92065)
246,2020-02-21,2020-02-23,경기도,연천군,왕징면,작동리,산117,38.0781,126.9057,폐사체,,,POINT (126.9057 38.0781)
247,2020-02-21,2020-02-23,경기도,연천군,백학면,석장리,181,38.0781,126.9276,폐사체,,,POINT (126.9276 38.0781)
248,2020-02-21,2020-02-23,경기도,연천군,왕징면,작동리,214,38.0842,126.9124,폐사체,,,POINT (126.9124 38.0842)
249,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.187871,127.771152,폐사체,,,POINT (127.771152 38.187871)
250,2020-02-21,2020-02-24,강원도,화천군,상서면,부촌리,산36,38.193942,127.678024,폐사체,,,POINT (127.678024 38.193942)
251,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.203711,127.776182,폐사체,,,POINT (127.776182 38.203711)
252,2020-02-21,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.204056,127.776139,폐사체,,,POINT (127.776139 38.204056)
253,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산267,38.199861,127.771391,폐사체,,,POINT (127.771391 38.199861)
254,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산341,38.198347,127.769362,폐사체,,,POINT (127.769362 38.198347)
255,2020-02-22,2020-02-24,강원도,화천군,화천읍,풍산리,산338,38.200959,127.768678,폐사체,,,POINT (127.768678 38.200959)
256,2020-02-23,2020-02-24,경기도,연천군,백학면,전동리,422,38.011901,126.883652,폐사체,,,POINT (126.883652 38.011901)
257,2020-02-22,2020-02-24,강원도,화천군,간동면,구만리,1290-1,38.128688,127.769798,포획개체,,,POINT (127.769798 38.128688)
258,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산267,38.200992,127.779366,폐사체,,,POINT (127.779366 38.200992)
259,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산267,38.200992,127.779366,폐사체,,,POINT (127.779366 38.200992)
260,2020-02-24,2020-02-25,강원도,화천군,화천읍,풍산리,산154,38.129698,127.737744,폐사체,,,POINT (127.737744 38.129698)
261,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,170,38.0813,126.9296,폐사체,,,POINT (126.9296 38.0813)
262,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,177,38.080685,126.927193,폐사체,,,POINT (126.927193 38.080685)
263,2020-02-24,2020-02-25,경기도,연천군,백학면,석장리,산164,38.0793,126.9308,폐사체,,,POINT (126.9308 38.0793)
264,2020-02-26,2020-02-27,강원도,화천군,상서면,부촌리,산1,38.185812,127.697397,폐사체,,,POINT (127.697397 38.185812)
265,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,68,38.197443,127.761992,폐사체,,,POINT (127.761992 38.197443)
266,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,257,38.177951,127.76168,폐사체,,,POINT (127.76168 38.177951)
267,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체,,,POINT (127.76305 38.196745)
268,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체,,,POINT (127.76305 38.196745)
269,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산343,38.196745,127.76305,폐사체,,,POINT (127.76305 38.196745)
270,2020-02-26,2020-02-27,강원도,화천군,화천읍,풍산리,산342,38.197084,127.767254,폐사체,,,POINT (127.767254 38.197084)
271,2020-02-26,2020-02-27,경기도,연천군,백학면,석장리,산167,38.0791,126.9289,폐사체,,,POINT (126.9289 38.0791)
272,2020-02-26,2020-02-27,경기도,연천군,왕징면,작동리,643,38.078671,126.905409,폐사체,,,POINT (126.905409 38.078671)
273,2020-02-27,2020-02-28,경기도,파주시,진동면,하포리,산112,37.922399,126.814152,폐사체,,,POINT (126.814152 37.922399)
274,2020-02-27,2020-02-28,경기도,파주시,진동면,서곡리,산112,37.947527,126.777599,폐사체,,,POINT (126.777599 37.947527)
275,2020-02-27,2020-02-28,강원도,화천군,화천읍,풍산리,산267,38.197977,127.776592,폐사체,,,POINT (127.776592 38.197977)
276,2020-02-27,2020-02-28,강원도,화천군,화천읍,풍산리,산267,38.207413,127.772369,폐사체,,,POINT (127.772369 38.207413)
277,2020-02-27,2020-02-28,강원도,화천군,상서면,부촌리,산2,38.191813,127.62754,폐사체,,,POINT (127.62754 38.191813)
278,2020-02-27,2020-02-28,강원도,화천군,상서면,부촌리,산2,38.191079,127.628533,폐사체,,,POINT (127.628533 38.191079)
279,2020-02-27,2020-02-28,강원도,화천군,상서면,부촌리,산2,38.190981,127.62875,폐사체,,,POINT (127.62875 38.190981)
280,2020-02-27,2020-02-28,경기도,연천군,백학면,석장리,산165,38.0817,126.9327,폐사체,,,POINT (126.9327 38.0817)
281,2020-02-27,2020-02-28,경기도,연천군,백학면,석장리,169,38.0808,126.9306,폐사체,,,POINT (126.9306 38.0808)
282,2020-02-28,2020-03-01,경기도,연천군,왕징면,강내리,794,38.094748,126.99397,폐사체,,,POINT (126.99397 38.094748)
283,2020-02-28,2020-03-01,경기도,연천군,백학면,석장리,186,38.074869,126.929492,폐사체,,,POINT (126.929492 38.074869)
284,2020-02-28,2020-03-01,경기도,연천군,왕징면,작동리,876-5,38.076044,126.904613,폐사체,,,POINT (126.904613 38.076044)
285,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146)
286,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146)
287,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146)
288,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146)
289,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산267,38.19146,127.764283,폐사체,,,POINT (127.764283 38.19146)
290,2020-02-28,2020-03-01,강원도,화천군,화천읍,풍산리,산1,38.155118,127.760219,폐사체,,,POINT (127.760219 38.155118)
291,2020-02-29,2020-03-02,강원도,화천군,화천읍,풍산리,산267,38.199591,127.772969,폐사체,,,POINT (127.772969 38.199591)
292,2020-02-29,2020-03-02,강원도,화천군,화천읍,동촌리,산11,38.175174,127.838896,폐사체,,,POINT (127.838896 38.175174)
293,2020-02-29,2020-03-02,경기도,연천군,왕징면,작동리,산141,38.076828,126.903689,폐사체,,,POINT (126.903689 38.076828)
294,2020-02-29,2020-03-02,경기도,연천군,왕징면,작동리,산104,38.072051,126.904623,폐사체,,,POINT (126.904623 38.072051)
295,2020-03-01,2020-03-02,경기도,연천군,백학면,석장리,177,38.080635,126.927191,폐사체,,,POINT (126.927191 38.080635)
296,2020-03-01,2020-03-02,경기도,연천군,백학면,전동리,산39,38.014481,126.892533,폐사체,,,POINT (126.892533 38.014481)
297,2020-03-01,2020-03-02,경기도,연천군,왕징면,작동리,798,38.079485,126.901371,폐사체,,,POINT (126.901371 38.079485)
298,2020-02-29,2020-03-02,경기도,연천군,백학면,석장리,822,38.065328,126.920147,폐사체,,,POINT (126.920147 38.065328)
299,2020-03-02,2020-03-03,강원도,화천군,화천읍,풍산리,산1,38.169996,127.757513,폐사체,,,POINT (127.757513 38.169996)
300,2020-03-02,2020-03-03,강원도,화천군,화천읍,풍산리,1339,38.123889,127.746151,폐사체,,,POINT (127.746151 38.123889)
301,2020-03-02,2020-03-03,강원도,화천군,화천읍,풍산리,1383-1,38.161373,127.746918,폐사체,,,POINT (127.746918 38.161373)
302,2020-03-02,2020-03-03,강원도,화천군,화천읍,풍산리,산1,38.172437,127.757995,폐사체,,,POINT (127.757995 38.172437)
303,2020-03-02,2020-03-03,강원도,화천군,화천읍,풍산리,산1,38.172436,127.757423,폐사체,,,POINT (127.757423 38.172436)
304,2020-03-02,2020-03-03,경기도,연천군,백학면,석장리,산167,38.0813,126.9291,폐사체,,,POINT (126.9291 38.0813)
305,2020-03-02,2020-03-03,경기도,연천군,백학면,석장리,산167,38.0825,126.9318,폐사체,,,POINT (126.9318 38.0825)
306,2020-03-02,2020-03-03,경기도,연천군,군남면,선곡리,산214,38.1039,127.0255,폐사체,,,POINT (127.0255 38.1039)
307,2020-03-03,2020-03-05,경기도,연천군,중면,마거리,산91,38.192917,127.040513,폐사체,,,POINT (127.040513 38.192917)
308,2020-03-03,2020-03-05,경기도,연천군,연천읍,부곡리,18-1,38.1018,127.1714,폐사체,,,POINT (127.1714 38.1018)
309,2020-03-03,2020-03-05,경기도,연천군,신서면,답곡리,1285,38.181825,127.059993,폐사체,,,POINT (127.059993 38.181825)
310,2020-03-03,2020-03-05,경기도,연천군,신서면,답곡리,산181,38.182788,127.059883,폐사체,,,POINT (127.059883 38.182788)
311,2020-03-03,2020-03-05,강원도,화천군,화천읍,동촌리,산11,38.128634,127.824342,폐사체,,,POINT (127.824342 38.128634)
312,2020-03-03,2020-03-05,강원도,화천군,화천읍,신읍리,산205,38.154641,127.701945,폐사체,,,POINT (127.701945 38.154641)
313,2020-03-03,2020-03-05,강원도,화천군,화천읍,동촌리,산11,38.130757,127.822023,폐사체,,,POINT (127.822023 38.130757)
314,2020-03-03,2020-03-05,강원도,화천군,화천읍,동촌리,산11,38.12999,127.821189,폐사체,,,POINT (127.821189 38.12999)
315,2020-03-04,2020-03-06,강원도,화천군,화천읍,풍산리,산42,38.16592,127.755795,폐사체,,,POINT (127.755795 38.16592)
316,2020-03-04,2020-03-06,강원도,화천군,화천읍,동촌리,산11,38.132278,127.820187,폐사체,,,POINT (127.820187 38.132278)
317,2020-03-04,2020-03-06,강원도,화천군,화천읍,동촌리,산11,38.132278,127.820187,폐사체,,,POINT (127.820187 38.132278)
318,2020-03-04,2020-03-06,강원도,화천군,화천읍,신읍리,산205,38.156082,127.703691,폐사체,,,POINT (127.703691 38.156082)
319,2020-03-04,2020-03-06,강원도,화천군,화천읍,신읍리,산3,38.175519,127.71858,폐사체,,,POINT (127.71858 38.175519)
320,2020-03-05,2020-03-06,강원도,화천군,화천읍,풍산리,산267,38.207341,127.773806,폐사체,,,POINT (127.773806 38.207341)
321,2020-03-05,2020-03-08,경기도,파주시,진동면,동파리,30,37.898989,126.807881,폐사체,,,POINT (126.807881 37.898989)
322,2020-03-06,2020-03-08,경기도,파주시,군내면,정자리,477,37.924729,126.748489,폐사체,,,POINT (126.748489 37.924729)
323,2020-03-06,2020-03-08,경기도,연천군,백학면,석장리,산174,38.0747,126.9244,폐사체,,,POINT (126.9244 38.0747)
324,2020-03-06,2020-03-08,경기도,연천군,백학면,두현리,산85,38.032665,126.893226,폐사체,,,POINT (126.893226 38.032665)
325,2020-03-06,2020-03-08,경기도,연천군,백학면,석장리,175-1,38.0783,126.9279,폐사체,,,POINT (126.9279 38.0783)
326,2020-03-07,2020-03-09,강원도,화천군,화천읍,풍산리,산267,38.189805,127.774093,폐사체,,,POINT (127.774093 38.189805)
327,2020-03-07,2020-03-09,강원도,화천군,화천읍,풍산리,산267,38.189899,127.773404,폐사체,,,POINT (127.773404 38.189899)
328,2020-03-07,2020-03-09,강원도,화천군,화천읍,풍산리,산267,38.189109,127.773146,폐사체,,,POINT (127.773146 38.189109)
329,2020-03-07,2020-03-09,강원도,화천군,상서면,노동리,411,38.182888,127.682128,폐사체,,,POINT (127.682128 38.182888)
330,2020-03-08,2020-03-09,강원도,화천군,화천읍,풍산리,산215,38.157799,127.751659,폐사체,,,POINT (127.751659 38.157799)
331,2020-03-08,2020-03-09,강원도,화천군,화천읍,풍산리,산215,38.157799,127.751659,폐사체,,,POINT (127.751659 38.157799)
332,2020-03-08,2020-03-09,강원도,화천군,화천읍,풍산리,산215,38.158457,127.751651,폐사체,,,POINT (127.751651 38.158457)
333,2020-03-07,2020-03-09,경기도,연천군,연천읍,부곡리,110-1,38.088028,127.160475,폐사체,,,POINT (127.160475 38.088028)
334,2020-03-07,2020-03-09,경기도,연천군,연천읍,부곡리,산18,38.085506,127.161611,폐사체,,,POINT (127.161611 38.085506)
335,2020-03-07,2020-03-09,경기도,연천군,백학면,석장리,522,38.046314,126.923007,폐사체,,,POINT (126.923007 38.046314)
336,2020-03-07,2020-03-09,경기도,연천군,왕징면,작동리,543,38.0699,126.9048,폐사체,,,POINT (126.9048 38.0699)
337,2020-03-07,2020-03-09,경기도,연천군,왕징면,작동리,605,38.077433,126.901505,폐사체,,,POINT (126.901505 38.077433)
338,2020-03-07,2020-03-09,경기도,연천군,왕징면,작동리,산104,38.070335,126.905255,폐사체,,,POINT (126.905255 38.070335)
339,2020-03-07,2020-03-09,경기도,연천군,중면,마거리,516,38.2035,127.0381,폐사체,,,POINT (127.0381 38.2035)
340,2020-03-09,2020-03-10,경기도,연천군,장남면,판부리,산177,38.000179,126.860965,폐사체,,,POINT (126.860965 38.000179)
